"지점번호",지점명,일시,평균기온(℃),최고기온(℃),"최고기온시각",최저기온(℃),최저기온시각일교차,
"119",대전,2016-07-29,25.8,27.8,17:01,23.6,8:13,4.2
"119",대전,2016-07-30,28.6,33.2,14:33,25.8,0:44,7.4
"119",대전,2016-07-31,29,33.7,13:34,25.9,5:29,7.8
"119",대전,2017-07-01,23.9,28.1,12:33,21.4,3:10,6.7
"119",대전,2017-07-02,24.9,26.5,10:58,23.5,20:29,3
"119",대전,2017-07-03,24.5,27.8,13:21,23.5,23:54,4.3
"119",대전,2017-07-04,26,31.2,15:20,22.8,23:57,8.4
"119",대전,2017-07-05,27,33.6,16:18,22.7,4:04,10.9
"119",대전,2017-07-06,27.3,34,15:42,22.3,4:39,11.7
"119",대전,2017-07-07,26.4,28.7,14:01,24.3,2:19,4.4
"119",대전,2017-07-08,25.6,28.2,14:15,23.7,7:07,4.5
"119",대전,2017-07-09,26.4,31.8,15:17,22.6,22:57,9.2
"119",대전,2017-07-10,24.8,26.1,13:56,23.2,0:01,2.9
"119",대전,2017-07-11,26.1,32,15:23,22.2,5:14,9.8
"119",대전,2017-07-12,26.3,31.9,15:46,23.2,23:58,8.7
"119",대전,2017-07-13,27,32.3,15:12,21.5,4:20,10.8
"119",대전,2017-07-14,28.2,33.9,14:10,24.4,1:32,9.5
"119",대전,2017-07-15,24.3,26.1,16:40,22.7,5:06,3.4
"119",대전,2017-07-16,25.2,27.2,12:58,22.9,3:20,4.3
"119",대전,2017-07-17,26,29.1,12:15,23.5,23:49,5.6
"119",대전,2017-07-18,25.9,31,16:50,23,4:48,8
"119",대전,2017-07-19,28,34.8,15:04,24.5,0:03,10.3
"119",대전,2017-07-20,28.8,34.4,14:42,24.7,2:08,9.7
"119",대전,2017-07-21,29.1,32.6,11:33,26.2,3:49,6.4
"119",대전,2017-07-22,28.7,32.5,15:06,26.7,5:54,5.8
"119",대전,2017-07-23,26.8,29.2,15:32,25.7,10:22,3.5
"119",대전,2017-07-24,25.9,27.7,17:30,24.9,11:58,2.8
"119",대전,2017-07-25,29.4,35.8,16:28,25.3,4:24,10.5
"119",대전,2017-07-26,28.1,32.2,15:18,24.3,5:53,7.9
"119",대전,2017-07-27,27,30.7,14:10,24.4,4:38,6.3
"119",대전,2017-07-28,25.3,27.4,16:29,23.7,6:58,3.7
"119",대전,2017-07-29,27,30.7,15:06,24.8,2:10,5.9
"119",대전,2017-07-30,27.6,32.8,16:14,23.9,5:48,8.9
"119",대전,2017-07-31,24.2,26.6,0:03,23.1,13:08,3.5
"119",대전,2018-07-01,21.9,23.9,1:09,20.8,9:05,3.1
"119",대전,2018-07-02,23,28,14:20,20.4,4:02,7.6
"119",대전,2018-07-03,26.5,33.5,16:05,22.6,4:40,10.9
"119",대전,2018-07-04,26.4,32.3,15:28,22.6,23:44,9.7
"119",대전,2018-07-05,25.7,30.8,12:25,22.4,2:50,8.4
"119",대전,2018-07-06,24.3,27.5,13:40,22.2,5:07,5.3
"119",대전,2018-07-07,24.3,29.6,15:26,20.4,5:36,9.2
"119",대전,2018-07-08,23.3,28.2,16:57,18.5,5:33,9.7
"119",대전,2018-07-09,21.1,23.6,0:01,20.3,14:21,3.3
"119",대전,2018-07-10,24.7,27.9,15:11,20.5,1:04,7.4
"119",대전,2018-07-11,27.2,30.9,13:04,24.2,5:02,6.7
"119",대전,2018-07-12,27.4,31.1,16:50,25,1:25,6.1
"119",대전,2018-07-13,27.3,32.4,14:52,24,2:09,8.4
"119",대전,2018-07-14,27.9,32.8,15:29,23.9,2:05,8.9
"119",대전,2018-07-15,27.9,34,15:24,23.4,3:02,10.6
"119",대전,2018-07-16,27.8,33.7,13:30,22.8,4:17,10.9
"119",대전,2018-07-17,27.2,32.4,12:28,22.3,4:32,10.1
"119",대전,2018-07-18,27.6,33.4,14:32,22.6,4:43,10.8
"119",대전,2018-07-19,27.6,33.4,13:42,22.1,5:04,11.3
"119",대전,2018-07-20,28.5,34,15:06,22.8,5:31,11.2
"119",대전,2018-07-21,29.3,36.7,14:36,23.1,5:34,13.6
"119",대전,2018-07-22,31.1,37.5,15:39,23.9,5:03,13.6
"119",대전,2018-07-23,31.2,36,14:57,28.2,1:41,7.8
"119",대전,2018-07-24,30.6,36.5,14:53,25.6,5:38,10.9
"119",대전,2018-07-25,29.6,33.9,14:44,27.3,23:59,6.6
"119",대전,2018-07-26,29.4,34.2,15:00,25.9,5:05,8.3
"119",대전,2018-07-27,29.8,35.7,14:10,26.4,5:20,9.3
"119",대전,2018-07-28,28.9,34.9,11:51,25.9,3:49,9
"119",대전,2018-07-29,30.9,35.9,15:21,25.3,5:15,10.6
"119",대전,2018-07-30,31.6,36.3,17:32,26.6,6:21,9.7
"119",대전,2018-07-31,31.9,37.5,15:29,27.8,5:32,9.7
"119",대전,2019-07-01,23.2,29,15:39,19.6,5:15,9.4
"119",대전,2019-07-02,23.9,30.2,13:33,19.7,4:57,10.5
"119",대전,2019-07-03,23.9,28.8,13:07,19.9,2:54,8.9
"119",대전,2019-07-04,24.1,31.6,13:42,18.4,2:53,13.2
"119",대전,2019-07-05,26.8,35,15:15,19.3,3:38,15.7
"119",대전,2019-07-06,28.6,35.1,16:44,20.3,5:40,14.8
"119",대전,2019-07-07,27,31.9,14:52,23.6,5:24,8.3
"119",대전,2019-07-08,25.2,30,15:27,21.3,4:58,8.7
"119",대전,2019-07-09,25.3,30.4,13:33,20.6,4:10,9.8
"119",대전,2019-07-10,22.5,26.5,14:06,19.2,21:14,7.3
"119",대전,2019-07-11,22.1,26.8,12:29,19.6,2:07,7.2
"119",대전,2019-07-12,23.8,28.3,12:22,19.7,5:15,8.6
"119",대전,2019-07-13,23.6,28.1,15:17,20.9,7:57,7.2
"119",대전,2019-07-14,25,31.2,14:46,20.6,4:42,10.6
"119",대전,2019-07-15,23.9,27.2,12:41,21.4,2:57,5.8
"119",대전,2019-07-16,25.1,29.5,12:19,21.5,3:20,8
"119",대전,2019-07-17,26.1,30.6,15:56,22,4:56,8.6
"119",대전,2019-07-18,27,32.3,15:33,23.2,6:05,9.1
"119",대전,2019-07-19,28.3,33.8,13:20,22.1,3:37,11.7
"119",대전,2019-07-20,28.4,32.2,15:40,25.6,7:39,6.6
"119",대전,2019-07-21,25.1,28,0:01,23.7,5:48,4.3
"119",대전,2019-07-22,27,31.7,17:19,24.3,1:59,7.4
"119",대전,2019-07-23,28.3,33.8,15:45,24.6,2:16,9.2
"119",대전,2019-07-24,26.5,27.7,17:18,24.7,5:37,3
"119",대전,2019-07-25,26.2,27.3,13:11,25.5,6:12,1.8
"119",대전,2019-07-26,25.8,28.5,16:06,24.7,10:49,3.8
"119",대전,2019-07-27,28.3,33.2,14:09,24.5,5:37,8.7
"119",대전,2019-07-28,26.4,28,0:01,24.8,8:03,3.2
"119",대전,2019-07-29,28,31.2,15:30,25.6,3:00,5.6
"119",대전,2019-07-30,28.7,31.5,13:53,26.6,4:52,4.9
"119",대전,2019-07-31,26.9,28.8,15:34,23.8,10:15,5
"119",대전,2020-07-01,20.8,24.6,14:52,17.5,4:35,7.1
"119",대전,2020-07-02,23.8,29.5,17:21,19,0:51,10.5
"119",대전,2020-07-03,23.8,29,12:28,19.6,3:19,9.4
"119",대전,2020-07-04,22.5,28.2,13:59,18.5,2:47,9.7
"119",대전,2020-07-05,22.6,28.1,15:45,18.1,5:25,10
"119",대전,2020-07-06,24.6,30.5,15:02,20.1,5:13,10.4
"119",대전,2020-07-07,23.3,27.9,15:48,20.7,23:25,7.2
"119",대전,2020-07-08,23.6,29.6,14:42,19.9,3:39,9.7
"119",대전,2020-07-09,27,33,13:47,20,3:22,13
"119",대전,2020-07-10,25.8,29.1,18:16,23.1,23:58,6
"119",대전,2020-07-11,26,30.6,14:24,21,4:31,9.6
"119",대전,2020-07-12,23.2,25.6,12:54,20.8,23:42,4.8
"119",대전,2020-07-13,19,20.8,0:01,18.3,5:34,2.5
"119",대전,2020-07-14,20.8,23.9,14:39,17.6,5:50,6.3
"119",대전,2020-07-15,22.3,27.9,16:41,18.7,4:39,9.2
"119",대전,2020-07-16,23.3,29,14:22,18,5:26,11
"119",대전,2020-07-17,24.4,29.8,13:41,20.4,3:40,9.4
"119",대전,2020-07-18,25.2,30,15:41,20.5,3:56,9.5
"119",대전,2020-07-19,25.1,28.1,16:47,20.5,7:34,7.6
"119",대전,2020-07-20,24,27.8,1:32,22.5,20:48,5.3
"119",대전,2020-07-21,24.7,29.9,13:25,21.5,5:27,8.4
"119",대전,2020-07-22,22.6,23.7,11:53,21.7,22:41,2
"119",대전,2020-07-23,21.6,23.1,9:45,19.7,23:11,3.4
"119",대전,2020-07-24,23.3,27.2,16:03,20.3,0:05,6.9
"119",대전,2020-07-25,25.2,29.4,15:12,22.4,5:25,7
"119",대전,2020-07-26,25,29.2,13:26,22.5,4:39,6.7
"119",대전,2020-07-27,24.6,27.1,16:47,22.6,0:57,4.5
"119",대전,2020-07-28,24.2,25.7,14:04,22.8,3:52,2.9
"119",대전,2020-07-29,24.7,27.8,14:55,23.2,5:01,4.6
"119",대전,2020-07-30,24.8,28.3,14:30,22.6,23:30,5.7
"119",대전,2020-07-31,25.9,30,15:41,22.5,0:10,7.5
"119",대전,2021-07-01,26.2,32.1,15:12,20.4,3:37,11.7
"119",대전,2021-07-02,27.4,31.9,16:04,23.2,1:16,8.7
"119",대전,2021-07-03,23.4,26.8,13:15,20.7,22:32,6.1
"119",대전,2021-07-04,22,24.7,13:46,20.5,19:52,4.2
"119",대전,2021-07-05,23.8,27.4,13:26,20.2,4:47,7.2
"119",대전,2021-07-06,25.2,29.5,15:30,21,5:21,8.5
"119",대전,2021-07-07,25.7,29,16:01,23,4:20,6
"119",대전,2021-07-08,25.3,30.8,14:08,22.4,22:39,8.4
"119",대전,2021-07-09,25.1,29.6,13:59,22.5,5:19,7.1
"119",대전,2021-07-10,26.1,30,13:29,22.4,1:04,7.6
"119",대전,2021-07-11,26.1,29.4,15:12,24,24:00:00,5.4
"119",대전,2021-07-12,27.5,32.9,16:12,23.3,2:12,9.6
"119",대전,2021-07-13,28.8,32.7,13:11,25.2,4:26,7.5
"119",대전,2021-07-14,29.3,33.5,15:17,24.9,3:01,8.6
"119",대전,2021-07-15,28.7,34.5,13:31,25.2,5:37,9.3
"119",대전,2021-07-16,28.2,34.8,14:36,23.5,22:41,11.3
"119",대전,2021-07-17,28.1,32.8,15:04,23.1,5:30,9.7
"119",대전,2021-07-18,28.5,34.3,15:50,23.2,21:21,11.1
"119",대전,2021-07-19,26.8,32.3,14:25,23.8,0:49,8.5
"119",대전,2021-07-20,28.6,32.8,12:56,23.4,3:32,9.4
"119",대전,2021-07-21,30.1,35.7,16:29,24.6,5:16,11.1
"119",대전,2021-07-22,30.4,35.8,16:50,25.9,1:08,9.9
"119",대전,2021-07-23,30.4,35.7,16:17,26.5,5:18,9.2
"119",대전,2021-07-24,30.4,36.3,16:00,25.5,4:54,10.8
"119",대전,2021-07-25,30.9,35.3,16:06,26.2,1:29,9.1
"119",대전,2021-07-26,30.3,35.1,16:28,26.8,5:38,8.3
"119",대전,2021-07-27,30.3,35.7,13:47,26,2:32,9.7
"119",대전,2021-07-28,29.3,34.3,12:31,26,23:19,8.3
"119",대전,2021-07-29,28.4,33.7,13:02,25.1,5:19,8.6
"119",대전,2021-07-30,29.7,35.4,15:14,24.4,5:05,11
"119",대전,2021-07-31,29,33.9,14:28,26.4,1:43,7.5
"119",대전,2022-07-01,27.3,31.4,15:20,23.4,5:18,8
"119",대전,2022-07-02,27.9,33.7,12:52,23.3,3:45,10.4
"119",대전,2022-07-03,28.5,34.3,14:22,22.9,4:51,11.4
"119",대전,2022-07-04,28.7,32.6,12:02,25.2,2:50,7.4
"119",대전,2022-07-05,28.1,32.8,14:58,24.7,3:53,8.1
"119",대전,2022-07-06,29.6,34.5,15:18,25.1,2:17,9.4
"119",대전,2022-07-07,29,32.1,12:42,25.9,4:58,6.2
"119",대전,2022-07-08,26.6,30.2,16:05,24.2,23:59,6
"119",대전,2022-07-09,26.2,31.3,14:47,23.2,5:25,8.1
"119",대전,2022-07-10,28.3,34.8,16:25,23.2,4:32,11.6
"119",대전,2022-07-11,26.6,30.6,17:12,22.4,1:02,8.2
"119",대전,2022-07-12,27.5,30.3,12:25,24.1,4:21,6.2
"119",대전,2022-07-13,24.9,27.9,0:28,23.7,14:27,4.2
"119",대전,2022-07-14,24.9,29,14:47,22.6,23:38,6.4
"119",대전,2022-07-15,25.5,29.9,14:44,21.9,1:11,8
"119",대전,2022-07-16,25.4,29.4,13:55,22.6,3:13,6.8
"119",대전,2022-07-17,25.4,30,15:19,22.1,3:12,7.9
"119",대전,2022-07-18,25.8,28.9,16:13,23.2,1:36,5.7
"119",대전,2022-07-19,26.2,30.4,13:31,22.9,5:09,7.5
"119",대전,2022-07-20,27,31.5,15:49,24.1,4:02,7.4
"119",대전,2022-07-21,23.6,26.2,18:34,21.1,6:23,5.1
"119",대전,2022-07-22,25.3,28.4,15:10,22.8,2:02,5.6
"119",대전,2022-07-23,24.6,28.1,13:38,22.1,2:51,6
"119",대전,2022-07-24,25.6,29.2,16:53,22.8,0:01,6.4
"119",대전,2022-07-25,26.7,31.2,13:24,23.5,4:18,7.7
"119",대전,2022-07-26,28.3,33.8,15:24,23,4:42,10.8
"119",대전,2022-07-27,28,31.6,16:25,24.4,5:20,7.2
"119",대전,2022-07-28,28.7,33.7,14:41,24.9,5:25,8.8
"119",대전,2022-07-29,30.6,35,15:38,25.8,0:11,9.2
"119",대전,2022-07-30,31.1,35.2,15:06,27.4,5:40,7.8
"119",대전,2022-07-31,27.5,29.7,0:02,25.4,21:50,4.3
"119",대전,2023-07-01,26.1,31.2,15:58,21.2,4:35,10
"119",대전,2023-07-02,25.3,30.5,17:32,21.2,5:35,9.3
"119",대전,2023-07-03,27.7,34,16:28,22.1,4:01,11.9
"119",대전,2023-07-04,25,28.3,11:11,23.6,4:31,4.7
"119",대전,2023-07-05,23.6,26.6,15:56,21.6,7:10,5
"119",대전,2023-07-06,26.3,31.7,13:39,21.1,3:00,10.6
"119",대전,2023-07-07,25,30.6,12:09,22.1,21:21,8.5
"119",대전,2023-07-08,24.5,29.5,15:24,20.5,1:59,9
"119",대전,2023-07-09,25,28.4,11:40,21.8,13:15,6.6
"119",대전,2023-07-10,26.3,30.9,15:57,22.3,6:33,8.6
"119",대전,2023-07-11,23.7,25.7,12:58,21.9,9:12,3.8
"119",대전,2023-07-12,25.9,29.8,13:59,23.2,0:01,6.6
"119",대전,2023-07-13,24.8,25.9,9:37,24,11:07,1.9
"119",대전,2023-07-14,24.4,25.1,11:00,23.9,0:38,1.2
"119",대전,2023-07-15,24.1,25.8,16:41,23.1,22:21,2.7
"119",대전,2023-07-16,24.3,26.4,16:13,22.8,3:34,3.6
"119",대전,2023-07-17,24.8,27.5,12:27,23.1,3:05,4.4
"119",대전,2023-07-18,24,26.4,17:49,22.3,23:46,4.1
"119",대전,2023-07-19,25.7,31.4,14:50,20.9,4:41,10.5
"119",대전,2023-07-20,26.1,31.7,14:13,21.5,5:15,10.2
"119",대전,2023-07-21,28.1,34.2,16:25,21.4,4:49,12.8
"119",대전,2023-07-22,26.1,31.6,13:17,23.4,20:58,8.2
"119",대전,2023-07-23,24.5,25.1,4:19,23.8,6:50,1.3
"119",대전,2023-07-24,26.1,29.9,15:08,23.6,4:59,6.3
"119",대전,2023-07-25,26.8,30.1,16:10,24.4,4:43,5.7
